Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added (mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),4:0    (g),6:0    (g),8:0    (g),10:0    (g),12:0    (g),14:0    (g),16:0    (g),18:0    (g),16:1        (g),18:1    (g),20:1    (g),22:1    (g),18:2    (g),18:3    (g),18:4    (g),20:4    (g),20:5 n-3 (g),22:5 n-3 (g),22:6 n-3 (g),Water (g),Price
884,0.0,0.0,0.0,0.0,100.0,9.1,22.8,63.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,0.4,0.0,15.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.1,22.2,0.4,0.0,52.9,10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.5990879999999998
884,0.0,0.0,0.0,0.0,100.0,18.8,15.1,61.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,20.0,0.0,0.0,0.0,0.0,149.4,0.0,24.7,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,16.6,0.5,0.5,14.6,0.0,0.0,54.8,6.9,0.0,0.0,0.0,0.0,0.0,0.0,3.844866000000001
326,1.8,2.0,2.0,0.2,35.0,5.435,8.415,19.584,4,4,11,0,92,52,2597,29,0.04,0.02,0.7,0.08,0,0,0,0,16.4,0.09,0.0,8.8,0.0,4.0,0.0,69.1,4,25,6,0.27,0.2,0.03,1.6,108,905,0,0,0.0,0.013,0.008,0.004,0.012,0.013,0.086,3.786,1.439,0.111,8.197000000000001,0.067,0.0,17.244,2.3040000000000003,0.003,0.0,0.0,0.0,0.0,58.7,0.576142
542,2.17,3.3,2.81,0.5,57.85,8.789,13.504,32.857,39,9,9,1,2,1,0,22,0.01,0.01,0.04,0.025,0,2,2,2,15.6,0.03,0.0,0.3,0.1,4.74,0.0,104.8,48,19,2,1.08,0.11,0.01,1.6,29,1209,0,0,0.0,0.015,0.006,0.001,0.005,0.008,0.032,5.837999999999999,2.466,0.03,13.328,0.138,0.002,28.97,3.853,0.001,0.009000000000000001,0.008,0.0,0.016,34.3,1.093494
390,0.9,23.8,20.11,0.1,33.4,4.9,9.0,18.0,26,16,17,2,4,1,0,48,0.01,0.02,0.0,0.02,0,14,14,14,15.3,0.21,0.0,0.0,0.1,3.08,0.0,63.7,14,26,2,0.2,0.18,0.011,1.6,9,710,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,3.5,1.4,0.0,9.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,39.9,0.7642700000000001
464,0.87,23.33,15.84,0.4,40.83,5.0,11.458,22.839,29,10,12,1,18,7,0,41,0.039,0.023,0.061,0.017,0,5,5,5,20.7,0.05,0.0,0.2,0.1,3.53,0.0,70.0,12,22,5,0.29,0.14,0.018000000000000002,5.0,20,512,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,3.391,1.368,0.062,11.115,0.13699999999999998,0.131,20.121,2.697,0.0,0.012,0.0,0.0,0.003,32.64,0.88185
240,0.41,12.12,10.77,0.0,21.12,2.948,5.638,10.748,0,0,2,0,21,2,16,0,0.02,0.0,0.131,0.064,0,0,0,0,2.6,0.0,0.0,0.4,0.0,2.19,0.0,56.0,13,15,5,0.26,0.07,0.019,2.0,84,993,0,0,0.0,0.0,0.0,0.102,0.093,0.001,0.013,1.849,0.72,0.022,5.484,0.113,0.009000000000000001,9.243,1.489,0.0,0.006999999999999999,0.0,0.0,0.0,63.4,0.5291100000000001
680,0.96,0.57,0.57,0.0,74.85,11.703,16.843,44.69,42,15,16,0,6,4,0,12,0.01,0.019,0.0,0.008,0,5,5,5,34.2,0.12,0.0,0.0,0.2,3.28,0.0,163.0,8,21,1,0.21,0.15,0.019,2.3,20,635,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,7.909,3.099,0.08800000000000001,16.455,0.238,0.022,39.146,5.456,0.0,0.05,0.0,0.0,0.005,21.65,0.540868
232,0.3,16.0,6.0,0.0,19.2,3.3,4.5,10.6,24,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,14.6,0.0,0.0,0.0,0.0,2.0,0.0,42.2,0,0,0,0.0,0.11,0.01,1.6,10,497,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.9,0.0,4.5,0.0,0.0,9.0,1.6,0.0,0.0,0.0,0.0,0.0,62.7,1.13317725
355,0.69,31.9,17.68,0.7,26.18,2.39,5.928,14.83,0,0,29,2,320,49,3576,173,0.029,0.046,0.594,0.097,0,5,5,5,4.6,0.0,0.0,6.0,0.0,3.32,0.0,53.7,13,20,10,0.6,0.22,0.058,1.6,173,1133,0,0,0.0,0.0,0.0,0.0,0.0,0.002,0.021,1.731,0.636,0.053,5.824,0.051,0.0,13.089,1.741,0.0,0.0,0.0,0.0,0.0,38.53,0.6114160000000001
427,1.9,7.36,6.67,0.1,43.33,5.978,9.423,23.165,40,10,10,1,3,1,0,39,0.02,0.05,0.14,0.01,0,4,4,4,3.6,0.26,0.0,0.2,0.0,4.6,0.0,96.7,34,31,7,0.35,0.25,0.01,1.6,58,867,0,0,0.0,0.016,0.009000000000000001,0.006,0.012,0.013,0.08900000000000001,4.254,1.58,0.091,9.252,0.08,0.0,20.436,2.73,0.0,0.0,0.0,0.0,0.0,45.03,1.11701
430,1.32,5.9,4.69,0.0,44.54,6.964,9.202,25.796,26,13,15,0,14,1,0,21,0.015,0.087,0.054000000000000006,0.03,0,4,4,4,32.8,0.17,0.0,0.0,0.1,2.22,0.0,134.3,28,186,5,0.3,0.17,0.019,3.5,64,901,0,0,0.0,0.006,0.004,0.037000000000000005,0.036000000000000004,0.013,0.067,4.619,1.836,0.056,8.949,0.123,0.048,22.324,3.415,0.0,0.03,0.0,0.0,0.004,45.68,0.70548
399,0.92,23.73,23.39,0.3,33.33,6.061,8.207,17.326,15,50,51,0,8,0,0,0,0.024,0.058,0.047,0.022,0,3,3,3,6.0,0.09,0.0,0.3,0.1,2.36,0.0,50.2,59,49,9,0.25,0.25,0.035,1.2,61,933,0,0,0.0,0.156,0.093,0.046,0.102,0.119,0.4,3.449,1.465,0.092,7.98,0.078,0.001,15.297,1.989,0.0,0.01,0.0,0.0,0.0,38.85,3.2099340000000005
443,3.1,8.6,8.32,1.0,45.2,6.2,11.9,25.1,0,0,2,0,21,2,16,0,0.0,0.0,0.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,56.0,19,37,0,0.6,0.1,0.0,1.6,157,1000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.9,0.0,11.9,0.0,0.0,23.2,2.0,0.0,0.0,0.0,0.0,0.0,39.2,0.9641559999999999
379,1.09,14.64,15.18,0.8,35.06,5.092,7.881,18.22,26,4,14,2,92,52,2597,29,1.445,0.058,0.418,0.0,0,0,0,0,4.6,0.0,0.0,0.0,0.0,4.0,0.0,69.1,17,27,8,1.18,0.26,0.0,1.5,107,962,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.516,1.341,0.0,7.727,0.154,0.0,15.869000000000002,2.351,0.0,0.0,0.0,0.0,0.0,46.51,0.6349319999999999
220,3.45,11.75,9.67,0.1,18.27,11.656,4.606,0.795,58,205,208,0,37,0,0,3,0.028,0.179,0.083,0.04,0,7,7,7,15.0,0.29,0.0,2.4,0.8,0.47,0.0,1.7,103,85,11,0.1,0.46,0.013,2.8,146,43,0,0,0.0,0.371,0.308,0.194,0.459,0.532,1.686,4.706,1.808,0.332,4.032,0.033,0.002,0.655,0.065,0.0,0.029,0.005,0.01,0.0,65.84,1.011188
110,0.3,18.6,16.32,0.1,4.4,0.703,1.124,2.3680000000000003,2,1,1,0,1,0,0,0,0.01,0.01,0.04,0.0,0,2,2,2,17.4,0.03,0.0,0.0,0.0,0.71,0.0,1.0,24,19,2,0.18,0.11,0.01,1.6,29,1148,0,0,0.0,0.008,0.003,0.002,0.004,0.006,0.025,0.469,0.171,0.014,1.009,0.024,0.066,2.06,0.29100000000000004,0.001,0.0,0.005,0.0,0.008,73.2,0.8230599999999999
238,0.37,9.23,3.56,0.0,22.22,3.446,5.01,12.993,16,5,8,0,30,3,0,27,0.008,0.0,0.01,0.002,0,4,4,4,9.0,0.0,0.0,0.0,0.0,2.19,0.0,53.7,6,15,2,0.14,0.07,0.019,2.6,31,827,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,2.336,0.911,0.027000000000000003,4.881,0.076,0.015,11.409,1.554,0.0,0.017,0.0,0.0,0.002,66.13,0.787786
361,0.37,0.0,0.0,0.0,40.0,5.37,29.542,4.006,33,5,8,0,30,3,0,27,0.008,0.0,0.01,0.002,0,0,0,0,9.0,0.12,0.0,0.0,0.0,2.19,0.0,53.7,0,15,2,0.0,0.07,0.019,2.3,31,800,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,4.377,0.7929999999999999,0.464,28.95300000000001,0.125,0.0,3.689,0.317,0.0,0.0,0.0,0.0,0.0,57.58,0.5173520000000001
207,0.98,28.26,18.33,0.8,10.0,0.833,5.573,3.152,0,0,1,0,6,5,0,4,0.07,0.013,0.118,0.02,0,2,2,2,4.9,0.0,0.0,0.4,0.0,1.46,0.0,13.3,67,28,12,0.41,0.17,0.025,6.8,55,701,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.49,0.208,0.02,4.999,0.207,0.3,2.22,0.916,0.0,0.0,0.0,0.0,0.0,57.19,1.164042
102,0.39,9.99,9.16,0.0,6.68,0.833,1.725,3.236,0,0,1,0,7,0,0,0,0.012,0.008,0.094,0.055,0,3,3,3,3.3,0.0,0.0,0.0,0.0,4.28,0.0,12.5,15,12,4,0.25,0.06,0.019,1.6,90,891,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.5589999999999999,0.215,0.006999999999999999,1.68,0.034,0.001,2.775,0.458,0.0,0.002,0.0,0.0,0.0,80.11,0.7054800000000001
102,0.39,9.99,9.16,0.0,6.68,0.833,1.725,3.236,0,0,1,0,7,0,0,0,0.012,0.008,0.094,0.055,0,3,3,3,3.3,0.0,0.0,0.0,0.0,4.28,0.0,12.5,15,12,4,0.25,0.06,0.019,1.6,90,891,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.5589999999999999,0.215,0.006999999999999999,1.68,0.034,0.001,2.775,0.458,0.0,0.002,0.0,0.0,0.0,80.11,2.386874
195,0.83,24.06,17.31,1.2,11.32,0.746,6.468,2.692,11,0,16,0,154,65,3097,100,0.049,0.043,0.4370000000000001,0.0,0,0,0,0,16.0,0.0,0.0,1.5,0.0,1.0,0.0,27.6,27,14,7,0.9,0.19,0.0,0.0,202,955,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.223,0.0,6.285,0.183,0.0,1.955,0.737,0.0,0.0,0.0,0.0,0.0,60.73,0.4585620000000001
338,3.21,12.95,10.27,0.5,30.74,4.182,12.874,12.621,0,0,0,0,0,0,0,6,0.024,0.062,0.825,0.07,0,7,7,7,8.3,0.0,0.0,0.1,0.0,3.47,0.0,34.3,17,71,32,0.79,0.41,0.03,2.9,186,1860,0,0,0.0,0.0,0.0,0.0,0.004,0.0,0.001,2.9610000000000003,0.993,0.106,12.48,0.16399999999999998,0.104,11.092,1.523,0.0,0.0,0.0,0.0,0.0,46.61,1.069978
160,1.5,7.0,5.65,0.0,14.0,2.115,3.273,7.994,0,5,11,17,64,1,5,78,0.01,0.01,0.02,0.03,0,6,6,6,16.0,0.07,0.0,0.4,0.0,2.45,0.0,3.5,6,7,2,0.13,0.04,0.0,1.6,36,833,0,0,0.0,0.006999999999999999,0.004,0.002,0.005,0.006,0.035,1.475,0.5489999999999999,0.032,3.197,0.028,0.0,7.039,0.941,0.0,0.0,0.0,0.0,0.0,74.0,0.870092
0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.501033999999999
52,0.8,12.13,0.01,0.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0,210,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,14.638709999999998
341,0.0,85.13,53.0,0.1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0.033,0.012,0.012,0.001,0,0,0,0,0.2,0.0,0.0,1.6,0.0,0.01,0.0,0.1,8,0,1,0.04,0.26,0.018000000000000002,0.8,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74,0.728996
260,0.04,67.04,60.46,0.0,0.06,0.006999999999999999,0.011,0.017,0,0,0,0,0,0,0,0,0.066,1.27,0.081,0.002,0,0,0,0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,2,21,0.11,1.47,0.018000000000000002,0.6,212,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.001,0.0,0.011,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,32.39,2.139956
290,0.0,74.9,74.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.1,0.155,0.1,0.67,0,0,0,0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,56,100,3.8,0.41,0.13,1.7,1000,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,1.1052520000000001
304,0.0,78.48,78.34,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.015,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.04,0.01,0.01,0.5,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.48,0.564384
380,0.12,98.09,97.02,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.11,0.041,0,1,1,1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,4,9,0.71,0.03,0.047,1.2,133,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,1.258106
304,0.3,82.4,82.12,0.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.038,0.121,0.024,0,2,2,2,2.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,6,4,2,0.42,0.22,0.036000000000000004,0.8,52,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,1.3404120000000004
290,0.0,74.73,74.72,0.0,0.1,0.018000000000000002,0.032,0.05,0,0,0,0,0,0,0,0,0.041,0.002,0.93,0.67,0,0,0,0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,31,242,4.72,0.29,0.487,17.8,1464,37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.002,0.0,0.032,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,21.87,0.5291100000000001
264,0.08,68.12,67.38,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.076,0.028,0,1,1,1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,3,6,0.49,0.02,0.033,0.8,92,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.49,5.996579999999999
456,0.25,62.52,61.29,0.0,24.03,15.218,6.227,0.901,64,199,203,0,47,0,0,0,0.001,0.022,0.012,0.001,0,1,1,1,5.6,0.05,0.0,0.0,0.0,0.69,0.0,2.1,8,7,1,0.04,0.03,0.005,0.7,8,192,0,0,0.0,0.956,0.595,0.353,0.7490000000000001,0.7659999999999999,2.2030000000000003,6.428,2.962,0.285,5.9129999999999985,0.03,0.0,0.8079999999999999,0.093,0.0,0.0,0.0,0.0,0.0,12.57,2.328084
397,1.1,63.2,57.7,0.9,17.6,5.526,9.02,2.226,0,0,0,0,0,0,0,0,0.013,0.017,0.119,0.005,0,1,1,1,6.9,0.0,0.0,0.0,0.0,1.56,0.0,0.0,8,79,21,1.42,0.29,0.2,0.8,196,183,2,79,0.0,0.0,0.0,0.0,0.0,0.0,0.103,2.41,3.06,0.0,9.02,0.0,0.0,2.13,0.096,0.0,0.0,0.0,0.0,0.0,17.0,0.317466
418,0.0,67.89,63.1,0.0,16.23,2.974,4.86,7.951,0,0,0,0,0,0,0,0,0.01,0.302,0.22,0.0,0,8,8,8,2.3,0.0,0.0,0.0,0.0,1.53,0.0,13.0,3,18,1,0.16,0.07,0.0,0.1,34,184,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.375,0.579,0.17800000000000002,4.681,0.0,0.0,7.05,0.901,0.0,0.0,0.0,0.0,0.0,15.07,0.446804
388,3.33,65.39,45.46,2.0,13.06,7.1,4.484,0.45,19,57,58,0,13,0,0,3,0.024,0.071,0.181,0.014,0,3,3,3,5.5,0.06,0.0,0.1,0.0,2.06,0.0,2.4,37,71,34,0.93,0.6,0.248,1.8,204,299,5,175,0.0,0.269,0.16699999999999998,0.112,0.244,0.255,0.7879999999999999,3.084,1.369,0.128,4.341,0.015,0.0,0.404,0.043,0.0,0.004,0.0,0.0,0.0,16.77,3.3980620000000004
250,6.16,22.94,22.18,0.0,15.39,9.032,4.064,0.703,44,172,174,0,26,1,0,3,0.025,0.199,0.122,0.044,0,8,8,8,25.2,0.36,0.0,0.0,0.4,0.37,0.0,1.0,82,94,8,0.07,0.4,0.016,7.7,107,148,0,0,0.0,0.334,0.255,0.16699999999999998,0.453,0.461,1.4380000000000002,4.155,1.492,0.278,3.406,0.029,0.001,0.544,0.057,0.0,0.024,0.004,0.008,0.0,54.74,1.563814
150,0.27,38.22,18.75,0.1,0.02,0.0,0.0,0.0,0,0,1,0,6,0,0,0,0.048,0.019,0.187,0.053,0,8,8,8,2.4,0.0,0.0,8.7,0.0,0.01,0.0,0.2,10,7,8,0.21,0.09,0.079,0.4,99,371,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.27,1.128768
223,0.44,40.42,36.23,0.6,7.46,4.613,2.146,0.295,20,61,64,2,26,18,0,38,0.032,0.035,0.221,0.033,0,10,10,10,5.3,0.02,0.0,24.4,0.0,0.35,0.0,1.2,11,12,7,0.24,0.06,0.026,0.6,105,4,0,0,0.0,0.294,0.183,0.109,0.231,0.236,0.679,1.985,0.913,0.16699999999999998,1.869,0.009000000000000001,0.0,0.18,0.115,0.0,0.0,0.0,0.0,0.0,51.4,0.8465759999999999
145,0.09,19.6,17.1,0.0,7.79,4.847,2.249,0.29,21,64,66,0,15,0,0,0,0.001,0.006999999999999999,0.006,0.0,0,0,0,0,1.8,0.02,0.0,0.0,0.0,0.22,0.0,0.7,5,3,1,0.02,0.02,0.012,0.3,3,103,0,0,0.0,0.31,0.193,0.114,0.243,0.248,0.7140000000000001,2.083,0.96,0.175,1.959,0.01,0.0,0.17600000000000002,0.113,0.0,0.0,0.0,0.0,0.0,72.19,0.740754
245,0.36,60.61,30.54,0.6,0.13,0.051,0.018000000000000002,0.027000000000000003,0,0,8,0,100,0,0,1,0.023,0.014,0.239,0.032,0,2,2,2,1.7,0.0,0.0,0.9,0.0,0.2,0.0,0.3,11,9,5,0.39,0.21,0.037000000000000005,1.3,87,455,0,0,0.0,0.0,0.0,0.0,0.029,0.001,0.001,0.013,0.004,0.001,0.015,0.0,0.001,0.023,0.004,0.0,0.0,0.0,0.0,0.0,37.44,2.70434
266,0.15,69.95,51.22,1.0,0.02,0.005,0.001,0.004,0,0,0,0,3,0,0,22,0.001,0.026,0.036000000000000004,0.02,0,2,2,2,10.3,0.0,0.0,0.9,0.0,0.0,0.0,0.3,7,6,6,0.19,0.03,0.011,0.4,54,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.0,0.001,0.0,0.0,0.003,0.001,0.0,0.0,0.0,0.0,0.0,29.77,0.5526260000000002
62,1.22,14.19,13.49,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.006,0.001,0.0,0,1,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,22,1,0.02,0.01,0.024,1.1,1,75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.39,0.564384
139,2.84,33.0,31.37,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.001,0.015,0.003,0.0,0,1,1,1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,51,1,0.05,0.0,0.049,2.4,3,172,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.84,0.6466900000000001
65,1.09,16.11,13.36,0.6,0.09,0.029,0.006999999999999999,0.021,0,0,1,5,11,0,0,16,0.018000000000000002,0.029,0.15,0.079,0,4,4,4,3.0,0.0,0.0,2.1,0.0,0.05,0.0,2.7,5,21,7,0.12,0.04,0.053,0.9,97,48,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.026,0.002,0.002,0.005,0.0,0.0,0.015,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,82.36,0.435046
92,1.49,12.08,11.26,0.0,4.28,2.2430000000000003,1.016,0.177,13,27,27,0,6,0,0,1,0.004,0.042,0.021,0.009000000000000001,0,2,2,2,4.6,0.05,0.0,0.2,0.0,0.08,0.0,0.3,25,34,3,0.03,0.08,0.023,1.7,28,65,0,0,0.0,0.006999999999999999,0.045,0.032,0.084,0.099,0.36,1.14,0.405,0.065,0.913,0.006,0.0,0.14300000000000002,0.016,0.0,0.006,0.001,0.002,0.0,81.89,1.5520559999999997
107,1.32,21.79,19.19,1.0,2.34,1.192,0.544,0.126,7,14,15,3,15,0,0,9,0.031,0.05,0.266,0.073,0,9,9,9,6.0,0.02,0.0,15.0,0.0,0.12,0.0,0.8,19,29,10,0.28,0.1,0.047,1.4,112,45,0,0,0.0,0.004,0.024,0.017,0.044,0.052000000000000005,0.189,0.612,0.214,0.035,0.488,0.003,0.0,0.095,0.022,0.0,0.003,0.001,0.001,0.0,74.19,0.858334
128,0.4,32.6,32.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.001,0.0,0.006999999999999999,0.001,0,0,0,0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,1,0.16,0.02,0.013,0.1,3,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.9,3.786076
79,0.0,19.23,13.66,0.0,0.24,0.013,0.051,0.016,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0,0,1,0.54,0.15,0.0,0.2,15,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.051,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,80.49,0.4703200000000001
522,7.53,60.5,49.22,5.6,27.76,9.435,11.29,3.753,8,24,24,0,1,0,0,0,0.11,0.324,0.952,0.055,0,12,12,12,37.7,0.22,0.0,0.6,0.0,9.52,0.0,2.0,155,203,116,1.73,1.86,0.552,2.7,381,45,7,73,0.0,0.264,0.095,0.055,0.104,0.114,0.348,4.7360000000000015,3.549,0.105,11.16,0.0,0.0,3.741,0.012,0.0,0.0,0.0,0.0,0.0,2.52,0.8936080000000001
574,17.27,30.89,18.69,8.0,45.66,8.32,25.546,9.07,7,18,18,0,3,0,0,2,0.16699999999999998,0.5870000000000001,2.5660000000000003,0.091,0,38,38,38,50.3,0.22,0.0,0.0,0.0,16.78,0.0,1.7,222,399,206,3.0,2.77,0.866,3.6,573,37,6,62,0.0,0.107,0.03,0.033,0.07400000000000001,0.076,0.355,4.791,2.817,0.292,25.002,0.0,0.0,9.021,0.039,0.0,0.0,0.0,0.0,0.0,3.61,4.185848
474,10.0,68.26,62.5,2.5,17.93,1.948,12.078,3.904,0,0,0,0,2,0,0,1,0.05,0.27,1.0,0.06,0,15,15,15,26.0,0.0,0.0,0.0,0.0,12.36,0.0,0.0,100,166,137,1.9,1.56,0.586,1.7,255,13,0,0,0.0,0.0,0.0,0.0,0.0,0.002,0.106,1.476,0.364,0.09,11.988,0.0,0.0,3.904,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.141096
539,2.2,67.1,67.1,0.0,29.05,24.1,2.271,1.041,0,0,0,0,0,0,0,0,0.015,0.075,0.049,0.016,0,1,1,1,10.9,0.1,0.0,0.1,0.0,0.68,0.0,6.5,34,31,5,0.08,0.11,0.003,1.3,64,89,0,0,0.0,0.0,0.06,1.092,1.0759999999999998,13.79,4.674,2.344,1.722,0.006999999999999999,2.25,0.014,0.0,0.974,0.034,0.0,0.034,0.0,0.0,0.0,0.75,0.6349319999999999
387,1.59,87.73,56.32,0.1,3.31,0.967,1.929,0.266,2,0,0,0,0,0,0,1,0.056,0.07,0.21,0.01,3,6,11,9,18.7,0.0,0.0,0.0,0.0,0.65,0.0,9.6,36,57,22,0.8,0.4,0.13,2.2,116,44,7,75,0.0,0.001,0.0,0.0,0.0,0.0,0.005,0.438,0.4920000000000001,0.003,1.925,0.001,0.0,0.246,0.006,0.0,0.0,0.0,0.0,0.0,6.69,1.8812800000000005
